dates,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua_and_Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia_and_Herzegovina,Botswana,Brazil,British_Virgin_Islands,Brunei_Darussalam,Bulgaria,Burkina_Faso,Burundi,Cambodia,Cameroon,Canada,Cape_Verde,Cayman_Islands,Central_African_Republic,Chad,Chile,China,Colombia,Comoros,Congo,Costa_Rica,Cote_dIvoire,Croatia,Cuba,Cura̤ao,Cyprus,Czechia,Democratic_Republic_of_the_Congo,Denmark,Djibouti,Dominica,Dominican_Republic,Ecuador,Egypt,El_Salvador,Equatorial_Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland_Islands_(Malvinas),Faroe_Islands,Fiji,Finland,France,French_Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea_Bissau,Guyana,Haiti,Holy_See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle_of_Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall_Islands,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New_Caledonia,New_Zealand,Nicaragua,Niger,Nigeria,North_Macedonia,Northern_Mariana_Islands,Norway,Oman,Pakistan,Palestine,Panama,Papua_New_Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto_Rico,Qatar,Romania,Russia,Rwanda,Saint_Kitts_and_Nevis,Saint_Lucia,Saint_Vincent_and_the_Grenadines,San_Marino,Sao_Tome_and_Principe,Saudi_Arabia,Senegal,Serbia,Seychelles,Sierra_Leone,Singapore,Sint_Maarten,Slovakia,Slovenia,Solomon_Islands,Somalia,South_Africa,South_Korea,South_Sudan,Spain,Sri_Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor_Leste,Togo,Trinidad_and_Tobago,Tunisia,Turkey,Turks_and_Caicos_islands,Uganda,Ukraine,United_Arab_Emirates,United_Kingdom,United_Republic_of_Tanzania,United_States_of_America,United_States_Virgin_Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
2020-04-05,29,0,80,24,0,0,0,88,10,2,181,241,69,0,10,18,6,186,923,1,0,0,0,7,0,46,0,1146,0,1,18,0,0,0,46,1206,0,0,1,0,424,55,106,0,4,20,27,47,19,0,30,282,0,320,8,0,0,302,85,10,1,0,57,0,3,1,2,5,267,4221,1,0,0,13,5936,0,3,60,0,2,9,0,22,59,3,4,0,0,42,55,53,472,181,2483,83,331,12,597,4805,6,336,5,13,73,0,8,77,3,0,16,7,0,3,1,2,0,117,0,0,150,0,3,14,0,0,10,178,161,1,0,20,102,0,1,1,3,904,0,48,0,24,0,53,0,302,21,609,0,198,0,4,181,76,244,638,74,250,430,582,13,1,0,0,7,0,206,0,148,0,2,75,0,21,43,0,0,80,81,0,6765,7,2,0,601,656,3,8,0,102,0,1,3,58,3013,0,0,155,0,4911,0,32105,3,17,57,0,0,1,0,0,0
2020-04-06,38,44,0,57,4,0,0,98,0,0,160,217,72,4,25,35,0,122,667,1,9,2,0,18,0,30,0,1222,0,0,28,43,0,0,0,966,0,7,0,2,310,75,139,0,0,19,16,56,32,0,20,115,13,292,31,0,0,0,103,6,0,9,79,0,5,1,0,2,45,1850,1,0,0,18,3677,9,5,62,1,0,19,11,18,0,0,1,3,0,4,11,69,693,218,2274,70,507,1,428,4316,2,383,32,22,66,20,10,109,69,1,24,14,0,3,0,1,40,75,7,1,179,0,0,14,0,0,31,202,112,3,1,16,153,0,0,2,0,1224,0,39,0,40,24,72,0,130,33,365,36,128,0,8,151,152,475,754,0,279,251,658,0,0,1,0,7,0,138,7,284,0,2,120,0,14,20,0,0,70,47,1,4649,10,0,0,357,541,0,0,0,51,0,4,3,21,3135,0,0,68,571,4020,2,33510,2,14,92,0,0,1,0,0,0
2020-04-07,30,0,172,17,2,0,8,103,87,0,49,314,57,1,88,41,5,138,1937,2,1,0,0,26,0,33,2,852,0,0,18,0,0,1,0,1902,2,4,0,0,344,66,79,0,0,19,62,40,30,2,19,235,0,312,31,3,340,282,149,7,0,0,11,0,1,0,2,1,249,3881,1,0,0,7,3834,0,0,20,0,0,1,9,0,0,15,5,3,0,30,73,76,354,247,2089,0,253,0,583,3599,3,252,0,4,39,0,26,78,12,1,9,7,0,1,1,0,32,39,8,0,131,0,0,52,0,0,17,253,101,1,0,9,28,0,1,0,0,952,0,32,1,69,0,15,0,115,40,581,1,187,0,9,535,414,311,452,61,228,193,954,2,1,0,4,11,0,272,0,292,1,0,66,14,49,24,0,0,31,47,0,3127,4,2,0,340,586,0,10,0,38,0,0,2,22,3148,0,4,143,0,3592,2,26493,1,6,82,0,15,4,0,0,0
2020-04-08,56,23,45,11,1,0,0,74,44,7,112,343,76,4,10,54,4,161,1515,0,3,2,0,11,0,86,0,926,0,0,28,39,0,2,0,1243,0,0,0,1,301,90,94,0,4,13,26,60,46,0,29,195,22,390,14,1,128,0,128,9,0,2,41,1,8,0,1,0,132,3737,5,3,0,13,4003,73,10,77,0,0,11,7,12,33,0,2,1,0,7,78,24,853,218,1997,91,345,23,451,3039,1,351,15,4,18,30,19,112,42,2,6,27,0,0,2,0,37,127,7,4,170,0,8,6,0,0,24,296,91,2,1,4,101,0,0,0,0,777,0,26,0,25,22,29,3,108,48,178,9,112,0,2,280,210,435,712,60,378,360,1154,1,0,0,0,2,0,137,11,247,0,0,106,3,47,34,0,1,63,53,0,5350,6,0,0,389,811,0,3,0,111,0,14,1,27,3892,3,0,206,583,5282,0,29510,0,9,62,0,6,6,0,0,2
2020-04-09,61,9,104,15,2,0,4,87,44,3,96,329,105,3,34,112,3,205,1599,1,0,0,0,16,0,35,0,1661,0,0,16,0,0,0,175,1384,0,6,1,0,430,88,201,0,11,16,35,61,61,1,32,295,24,331,5,0,0,703,110,15,0,2,36,2,3,3,0,0,179,3869,4,0,0,6,4974,26,0,52,0,0,1,10,0,20,0,2,2,1,7,85,30,591,337,1634,80,515,0,377,3836,4,511,0,5,75,7,14,55,10,1,29,7,0,17,0,1,32,64,1,0,156,0,9,38,0,0,5,346,118,0,0,3,104,7,0,0,0,969,0,23,0,64,22,18,0,147,38,306,0,149,1,4,393,206,357,699,47,166,344,2634,5,1,0,1,29,0,355,7,219,0,1,142,0,101,36,0,4,96,39,0,5272,3,0,0,738,703,0,3,0,54,0,12,1,5,4117,0,1,224,0,5450,1,31709,2,9,21,0,1,0,0,0,0
2020-04-10,37,7,94,23,0,0,0,80,16,8,100,279,104,4,58,94,0,0,2240,1,4,0,0,54,0,59,7,2210,0,0,31,30,0,1,0,1326,0,0,0,1,426,56,274,0,0,19,0,64,58,0,38,257,8,233,10,0,393,515,139,10,2,0,22,0,1,0,0,0,118,4256,0,20,0,16,5323,0,0,71,0,0,3,8,15,30,2,4,3,0,31,210,32,547,219,1972,77,1169,15,338,4204,0,579,0,14,57,5,3,83,18,1,12,27,0,0,3,0,43,81,2,0,109,0,3,13,0,0,41,396,115,3,0,7,85,0,5,0,0,1213,0,23,0,68,12,46,0,150,27,206,3,279,0,5,1388,0,370,815,63,136,441,1786,3,0,0,0,36,0,364,6,201,0,0,287,3,19,33,0,0,89,27,2,5382,1,1,0,654,562,0,1,0,50,0,3,2,15,4056,0,0,311,331,5131,0,30859,1,22,69,0,0,4,1,0,0
2020-04-11,0,0,95,13,0,0,0,134,0,4,137,312,65,1,103,58,3,915,2336,1,0,9,0,4,1,26,0,1930,0,1,11,29,0,2,73,1467,0,0,1,0,529,78,169,0,0,37,96,88,49,0,31,163,0,184,37,1,0,2196,95,14,0,0,51,0,9,0,0,1,164,4333,0,0,0,3,4133,65,0,56,0,0,2,31,10,0,0,0,0,0,39,120,27,1035,330,1837,39,696,25,343,3951,0,658,13,0,38,5,23,161,41,0,23,10,0,6,0,1,44,108,0,1,118,0,15,20,0,1,4,260,149,6,0,5,96,3,1,0,0,1335,0,20,1,28,17,48,0,84,62,275,2,224,0,5,914,352,380,1516,42,216,265,1667,5,0,0,4,0,0,382,15,238,0,0,198,7,14,36,0,9,69,30,0,4564,7,4,0,645,394,6,0,0,45,1,0,0,28,4747,0,0,308,746,4858,7,35386,5,7,0,0,5,2,0,1,0
2020-04-12,34,30,64,20,0,0,2,46,76,6,24,247,67,1,71,139,1,245,1032,0,5,0,0,7,0,47,0,1781,0,0,26,0,0,2,0,1318,0,0,0,0,426,102,250,0,0,19,53,39,56,0,21,170,8,177,28,0,271,96,145,1,0,0,46,0,4,0,0,0,136,3104,0,5,5,19,2821,30,0,70,0,1,3,11,9,56,3,0,1,0,10,100,14,909,399,1657,34,839,14,358,4694,2,743,15,9,82,2,33,80,38,2,18,11,0,11,1,0,54,47,9,3,184,1,13,8,0,0,1,403,122,0,0,6,90,0,10,0,3,1316,0,14,0,53,13,117,0,76,53,213,0,222,0,4,641,220,401,515,63,251,523,2186,2,1,1,0,12,0,429,13,275,0,1,191,0,13,28,0,0,25,32,1,4363,2,0,0,454,331,0,5,0,33,0,0,0,14,5138,0,0,266,0,4313,0,31606,0,12,172,0,0,1,0,0,2
2020-04-13,110,0,89,17,0,0,0,0,26,0,9,130,40,0,261,182,1,352,524,3,0,2,0,25,1,59,0,1089,0,0,14,0,2,0,0,1158,0,8,0,7,286,112,236,0,10,19,0,66,49,0,17,89,12,178,83,0,347,209,126,7,0,1,5,2,2,0,0,0,69,1595,2,8,0,14,2537,158,16,33,0,0,0,16,9,0,1,0,0,0,1,48,12,796,316,1617,26,727,22,345,4092,4,507,0,8,112,6,79,66,42,1,21,2,0,2,0,0,9,11,2,1,153,0,0,6,0,0,5,375,102,1,0,5,129,0,3,0,2,1174,0,15,2,38,5,0,0,95,128,313,5,260,0,1,951,284,318,598,109,252,310,2558,6,0,0,0,0,0,472,2,250,0,2,233,0,14,17,0,4,145,25,0,3050,11,0,0,395,260,0,3,0,28,2,3,3,22,4789,1,1,325,387,3579,0,31633,0,7,100,0,0,4,0,3,1
2020-04-14,49,29,69,12,0,0,2,277,0,0,44,106,50,5,180,209,3,341,538,1,0,7,0,30,0,27,0,1442,0,0,10,54,0,0,0,1084,3,0,0,5,312,99,67,0,4,18,93,50,57,0,29,68,6,144,65,0,200,63,125,12,3,0,23,0,3,0,0,0,90,2669,2,0,0,30,2082,0,0,31,0,0,0,3,9,69,0,10,9,0,4,54,10,1211,282,1574,22,992,2,552,3153,3,390,15,2,184,11,18,55,11,0,4,9,0,1,1,1,8,11,0,3,134,0,29,9,0,0,0,442,50,0,14,10,92,1,21,0,2,964,0,8,0,19,20,26,0,73,86,341,14,166,0,13,671,291,260,349,6,197,333,2774,1,0,0,0,15,0,435,11,424,0,0,386,2,27,7,0,35,99,27,0,2344,8,10,0,464,517,0,5,0,34,2,0,1,19,4093,0,0,270,398,3489,17,29308,0,11,158,0,10,3,0,2,3
2020-04-15,70,0,87,8,0,0,0,84,28,0,50,191,49,2,143,219,1,362,1561,4,0,0,0,24,0,52,0,1261,0,0,28,18,0,0,52,1360,0,1,0,0,392,51,76,0,0,17,12,54,40,0,33,82,13,193,72,0,119,74,160,12,20,0,41,1,8,6,0,0,97,5483,0,23,0,10,2486,70,0,25,0,0,0,11,1,44,1,0,0,0,10,67,9,1076,297,1512,15,832,14,438,2972,1,455,4,6,20,8,15,50,19,0,2,17,0,8,9,0,0,15,4,0,170,1,7,6,0,0,0,353,222,0,0,2,150,7,12,0,0,868,0,6,0,22,0,54,2,78,97,151,4,72,0,12,0,0,268,514,20,283,246,3388,7,0,0,0,1,0,493,8,411,0,1,334,0,66,8,0,0,143,27,0,3064,15,3,0,437,322,4,2,0,30,0,1,0,21,4062,1,0,392,412,4178,4,24446,0,0,160,0,0,2,0,0,1
2020-04-16,10,19,90,14,0,0,0,141,68,1,42,136,56,0,27,341,1,447,1633,0,0,0,0,43,1,30,0,1832,0,0,34,13,0,0,0,1394,0,0,0,4,356,50,127,0,43,6,16,37,48,0,20,162,13,170,156,0,328,255,155,10,10,1,29,1,3,0,0,0,76,2621,0,7,0,30,2866,0,0,22,0,0,0,13,4,41,3,1,1,0,12,73,7,941,380,1606,19,1068,12,399,2667,32,482,0,4,185,9,41,119,17,0,9,5,0,0,13,0,21,66,0,0,85,2,21,13,0,0,0,385,115,0,1,13,263,0,11,0,0,734,0,6,0,14,30,66,0,111,109,931,3,102,0,2,2784,437,380,643,51,392,337,3448,2,2,0,0,21,0,518,15,408,0,2,447,1,28,28,0,20,91,22,0,3950,5,0,0,479,342,4,0,0,29,12,0,1,33,4281,0,1,398,432,4326,35,25802,0,9,135,0,12,0,0,3,5
2020-04-17,51,24,108,21,0,0,0,121,24,2,10,78,30,4,42,266,2,476,1675,0,2,24,0,44,0,53,2,3058,0,0,53,15,0,0,0,1344,45,6,1,0,534,352,126,0,0,8,34,50,48,0,20,130,20,198,141,0,141,367,168,5,0,0,32,0,7,0,0,1,132,2623,0,8,0,34,3380,5,2,15,0,0,0,16,5,34,3,7,0,0,7,111,12,1007,407,1499,0,724,4,311,3786,20,585,2,1,66,9,30,134,23,0,9,5,0,14,1,0,58,71,7,0,110,5,27,10,0,0,0,448,105,0,0,2,277,1,0,0,0,1061,0,2,0,25,0,107,0,114,50,106,13,177,5,13,1172,0,336,750,69,560,491,4070,2,0,0,0,33,0,762,21,445,0,2,728,4,114,20,0,0,99,22,0,3644,0,0,0,604,325,0,0,0,28,0,4,0,42,4801,1,0,500,460,5065,6,28711,0,1,31,0,4,1,0,0,0
2020-04-18,63,30,150,9,0,0,0,96,42,1,65,155,57,1,27,306,0,575,1395,0,0,2,0,24,0,41,0,2105,0,0,46,4,0,0,161,1775,0,1,0,6,445,31,128,0,26,16,54,23,61,0,0,116,0,194,0,0,371,225,171,13,0,0,25,3,4,0,0,0,120,385,0,0,0,15,3609,0,2,0,0,0,0,18,6,0,4,2,2,0,16,71,15,991,325,1374,48,709,31,296,3493,18,628,4,5,81,12,36,93,17,0,7,4,0,3,0,0,90,36,0,1,69,6,19,4,0,0,0,450,110,1,0,3,142,2,9,0,14,1235,0,8,0,18,0,36,1,0,111,613,6,265,0,25,2014,218,461,181,25,345,360,4785,0,0,0,0,0,0,1132,7,372,0,11,623,0,72,36,0,36,178,18,0,3368,6,34,0,623,336,5,0,0,33,0,2,0,42,4353,0,0,444,477,5292,54,32549,0,9,70,0,7,0,0,4,1
2020-04-19,88,0,116,1,0,0,0,90,47,0,73,59,33,0,106,312,0,510,722,0,0,0,0,28,0,58,0,3257,0,1,32,0,0,0,0,1741,0,0,0,0,478,43,206,0,0,7,0,18,63,0,26,105,40,169,0,0,209,572,188,13,28,4,53,3,9,0,0,0,192,2558,0,13,0,9,2458,193,0,0,0,0,0,21,2,39,0,6,1,0,15,82,6,1334,327,1343,31,778,2,298,3491,20,566,11,6,141,16,31,164,48,0,30,1,0,5,0,1,59,57,3,0,54,17,26,1,0,0,1,578,87,0,1,3,150,0,13,0,1,1140,0,4,0,12,0,53,0,193,86,355,9,194,0,3,0,209,363,663,50,440,351,6060,6,0,0,0,29,0,1088,8,304,0,4,942,0,40,13,0,19,251,8,0,3434,10,0,0,688,200,0,3,0,32,1,0,0,2,3783,0,0,343,479,4956,0,30023,2,6,45,0,0,0,0,5,1
2020-04-20,0,14,95,13,0,0,0,55,43,1,6,48,25,4,22,492,0,518,444,0,0,3,0,27,0,18,5,2917,1,1,37,18,1,0,0,1509,0,0,0,0,358,16,182,0,0,6,105,39,49,0,6,133,5,142,114,0,345,446,112,11,0,0,16,0,3,0,1,0,102,742,0,1,0,5,1775,208,0,28,0,0,0,22,3,0,0,0,0,0,15,68,11,1553,185,1294,61,493,6,291,3047,10,390,11,4,84,8,28,80,14,0,15,4,0,10,2,0,28,13,1,0,84,9,8,4,0,0,3,622,121,0,1,2,170,4,4,0,0,1066,0,7,0,9,168,37,0,84,144,425,7,63,0,4,931,172,545,521,95,567,328,4268,3,0,0,0,6,0,1122,17,324,0,5,596,7,72,13,0,29,124,13,0,2160,17,26,0,532,118,1,22,0,27,3,0,0,13,3977,0,0,261,484,4721,23,28252,0,9,70,0,24,0,0,4,0
2020-04-21,96,47,89,1,5,0,0,121,48,0,13,73,38,2,57,434,0,457,1278,0,17,0,1,44,0,14,0,2055,0,0,14,11,0,0,147,1474,0,0,0,0,419,14,171,0,17,5,32,10,52,0,5,127,18,131,99,0,284,660,189,17,0,0,7,2,3,0,0,1,85,2050,1,11,1,9,1785,0,0,10,0,0,0,32,0,145,0,2,3,1,5,114,2,1336,375,1297,28,401,0,276,2256,23,368,4,8,143,11,37,85,22,0,12,0,0,8,0,0,24,8,0,0,35,23,22,12,0,0,0,764,76,0,1,1,196,0,8,0,1,750,0,2,0,7,0,18,0,45,98,1087,0,194,0,2,1208,200,306,657,39,518,190,5642,0,1,0,0,1,0,1147,10,312,0,8,1426,3,12,5,0,73,142,9,0,1421,33,15,0,388,209,0,2,0,19,1,1,0,5,4674,0,0,415,490,3853,84,27668,0,11,92,0,28,0,0,4,0
2020-04-22,84,25,93,5,0,0,0,113,38,0,22,50,44,4,55,390,0,459,1270,0,0,0,0,34,0,40,0,1927,0,0,46,5,5,0,0,1991,12,5,2,1,325,35,185,0,5,2,37,27,50,0,12,127,9,180,29,0,80,270,157,7,0,0,17,0,3,0,0,0,146,2638,1,36,0,3,2237,0,0,156,0,1,0,5,0,66,0,1,10,0,17,70,5,1383,283,1194,0,388,10,299,2729,27,377,1,3,30,15,6,168,22,0,9,5,0,2,8,0,20,60,0,1,58,2,12,1,0,0,0,511,93,0,1,2,191,4,2,0,10,729,0,5,1,2,0,6,0,53,106,244,6,191,0,0,697,140,263,516,24,608,306,5236,3,0,0,0,14,0,1141,35,260,0,7,1111,1,26,5,0,49,165,11,0,2476,6,33,0,461,222,3,3,0,15,0,2,0,17,4611,0,1,467,483,4854,0,25634,1,7,0,0,29,0,0,5,3
2020-04-23,0,0,99,1,0,0,1,124,96,3,14,91,38,1,91,414,0,558,778,0,0,12,1,11,0,27,2,2498,0,0,49,19,0,0,0,1549,0,0,0,0,464,15,172,0,21,7,36,42,52,0,6,95,0,217,12,0,256,452,169,12,5,0,7,7,2,1,0,0,115,1810,0,10,0,9,2352,112,0,7,0,0,2,22,2,73,0,1,1,0,16,116,7,1409,357,1030,75,631,0,282,3370,10,423,5,7,0,7,26,151,19,0,13,6,0,0,1,0,28,36,0,5,50,9,35,0,0,0,1,729,137,0,0,3,160,2,6,0,3,708,0,0,0,5,0,28,0,84,102,1066,1,163,1,5,1512,111,313,603,0,623,468,4774,3,0,0,1,12,3,1158,30,224,0,11,1016,3,45,13,0,42,170,8,0,2684,20,22,0,707,190,0,1,0,13,0,2,1,8,3083,0,5,578,518,4760,30,24019,0,8,59,0,3,0,0,4,0
2020-04-24,50,44,97,2,1,0,0,143,50,0,6,61,30,5,408,503,1,741,976,0,4,1,0,63,0,46,0,2678,1,0,73,0,0,0,238,1890,0,0,2,0,516,9,207,0,0,12,52,31,46,0,5,52,35,161,13,0,243,333,433,13,0,0,33,0,0,0,2,0,155,1623,0,0,0,11,2337,0,0,55,0,1,1,26,2,101,2,0,4,0,9,99,4,1684,436,1168,0,936,0,225,2646,10,469,0,2,391,17,39,215,25,0,17,8,0,0,0,0,12,11,0,10,71,22,16,2,0,0,2,1043,148,0,1,0,155,0,12,0,3,887,0,2,0,9,440,41,0,95,74,340,4,171,0,0,1413,271,342,371,0,761,386,5849,1,0,0,0,13,1,1172,37,162,0,3,1037,2,81,13,0,0,318,6,0,2726,38,12,0,722,204,0,1,0,15,1,0,0,9,3116,0,2,477,525,5487,0,29127,0,6,62,0,10,0,0,2,0
2020-04-25,237,0,120,7,0,0,0,139,73,0,20,83,44,2,82,309,0,751,811,0,0,0,0,31,0,15,0,3735,0,0,91,16,1,0,2,1926,21,0,3,6,494,12,205,0,14,5,73,28,50,0,9,85,22,137,9,0,206,11536,0,11,128,0,13,9,1,0,0,0,111,1755,0,6,0,25,2055,125,0,27,0,0,0,42,2,92,0,3,10,0,43,60,0,1429,396,1134,31,577,1,276,3021,14,441,21,7,185,16,34,278,9,0,6,8,0,16,1,0,0,30,1,0,88,21,16,1,0,0,0,1089,184,0,0,2,197,24,5,0,1,806,0,3,1,10,114,26,0,63,115,1072,2,174,0,7,1664,211,381,918,0,833,321,5966,22,0,0,1,12,0,1197,66,207,0,18,897,0,35,7,0,62,267,10,1,2204,52,39,0,758,167,0,1,0,53,0,2,0,4,3122,0,12,478,0,5158,15,30719,0,8,58,0,20,2,0,8,1
2020-04-26,0,34,129,5,0,0,0,222,150,0,16,66,25,0,45,418,1,817,388,0,0,0,0,104,0,57,0,3503,1,0,59,13,0,0,115,1614,2,4,0,6,552,14,320,0,0,1,34,7,52,0,6,79,26,235,15,0,177,0,227,13,46,0,30,16,5,1,0,0,80,1537,0,4,0,29,1737,0,3,16,0,0,1,46,0,42,0,3,0,0,29,57,1,1990,275,1153,55,377,0,248,2357,31,353,2,3,190,7,28,183,17,0,20,3,0,3,0,1,16,16,2,0,51,51,45,2,0,0,0,1239,194,0,1,0,158,5,2,0,2,655,0,4,0,3,87,41,0,59,93,970,0,172,0,3,734,102,381,412,0,929,218,6361,7,0,0,0,0,0,1223,69,296,0,4,618,0,13,15,0,46,141,10,0,2251,40,24,0,780,99,0,1,0,15,0,6,0,17,2861,0,0,492,1068,4970,0,38509,1,6,29,0,0,0,0,0,2
2020-04-27,240,14,126,2,1,0,0,137,62,0,10,55,28,6,75,497,2,873,205,0,6,10,0,59,0,31,0,5514,0,0,53,3,3,0,103,1425,16,0,0,0,473,3,261,0,0,6,39,14,32,0,7,52,17,130,12,0,209,0,463,24,0,0,8,3,1,0,0,0,101,404,0,0,0,11,1018,271,5,0,0,3,1,43,0,98,1,1,0,0,36,83,2,1396,214,991,57,701,0,159,2324,17,203,2,2,191,12,33,213,13,0,8,3,0,4,0,0,12,12,4,1,38,26,19,0,0,0,1,970,104,0,1,0,68,6,0,0,1,655,0,1,2,12,91,19,0,38,51,718,0,200,0,5,3683,285,344,163,95,957,401,6198,8,0,0,0,25,0,1289,57,263,0,7,931,1,6,19,0,44,185,10,1,1284,63,38,0,473,102,1,0,0,9,0,2,0,10,2357,0,0,392,0,3748,0,32417,0,33,22,0,5,0,0,4,0
2020-04-28,124,10,135,1,1,0,0,54,59,0,12,67,33,2,102,549,0,1745,755,0,0,0,0,84,1,48,0,3379,0,0,63,0,0,0,0,1538,0,0,23,0,482,6,237,0,7,2,14,9,20,2,5,45,12,123,37,0,158,521,260,25,0,0,4,6,1,0,0,0,119,1160,1,0,0,15,1144,0,0,28,0,0,2,27,2,69,20,0,2,0,34,66,0,1543,415,1112,27,386,0,83,1739,0,191,1,0,96,8,22,152,13,0,6,7,0,9,0,0,11,6,0,2,40,31,19,8,0,0,0,835,73,1,0,0,131,0,0,0,0,400,0,2,0,5,64,13,0,28,82,164,1,241,0,0,2186,198,285,298,18,677,303,6411,16,0,0,1,0,0,1266,64,233,0,6,799,0,2,0,0,48,247,14,0,811,65,43,0,300,140,0,0,0,7,0,1,1,18,2131,1,4,401,1031,3473,0,29218,4,10,37,0,2,0,0,1,0
2020-04-29,0,30,132,1,0,0,0,127,65,0,13,58,39,0,59,641,1,0,569,0,0,1,0,64,0,24,1,4613,0,0,36,6,0,0,84,1698,7,0,8,6,552,22,218,0,0,2,19,8,48,0,15,55,20,153,5,0,123,1018,226,22,57,0,13,6,2,0,0,0,45,1025,0,62,0,6,1304,121,0,0,0,0,1,30,0,77,0,0,2,1,41,78,3,1897,260,1073,81,229,0,128,2091,59,276,2,0,255,11,12,300,21,0,18,4,0,8,0,0,16,12,0,0,31,11,16,5,0,0,0,852,157,0,0,1,43,0,4,0,5,171,0,2,0,8,0,22,0,72,143,1210,0,242,0,2,1182,181,316,180,11,643,277,5841,5,0,0,0,15,3,1325,88,222,0,5,528,1,3,1,0,54,203,9,28,1632,31,57,0,563,147,0,0,0,9,0,0,0,8,2392,0,0,456,0,4706,0,22541,0,14,31,0,4,0,5,6,1
2020-04-30,344,7,199,2,0,0,0,182,134,0,8,50,49,0,168,564,0,973,522,0,5,1,0,39,0,101,0,5385,0,0,48,0,0,0,101,1349,0,3,0,0,520,4,352,0,13,8,55,15,30,0,6,75,9,157,12,0,236,417,269,32,0,0,6,20,4,0,0,0,166,1601,0,38,1,22,1478,0,0,42,0,1,0,27,0,111,4,1,0,0,36,48,2,1718,347,983,75,376,1,159,2086,17,236,1,4,218,10,10,284,17,0,13,4,0,0,0,0,31,28,0,0,94,140,58,2,0,0,0,1223,133,0,0,0,70,0,0,0,0,386,0,3,0,4,195,21,0,62,74,828,1,179,0,9,2491,254,422,368,33,845,362,7099,13,0,2,1,10,0,1351,59,227,0,12,690,0,7,10,0,19,354,4,0,1723,30,0,0,742,141,0,0,0,7,0,10,0,5,2936,0,0,540,1101,4729,180,20517,3,5,76,0,0,0,0,2,0
2020-05-01,0,0,158,2,0,0,0,103,82,0,16,60,38,0,132,571,0,846,586,0,15,0,0,57,0,93,0,6276,0,0,59,7,0,0,26,1693,8,0,14,21,1138,12,262,0,0,8,37,14,34,0,7,103,72,150,8,0,320,259,358,18,0,0,23,9,1,0,0,0,89,1055,0,0,1,27,1639,403,0,15,0,1,1,28,4,144,124,3,0,1,33,88,0,1993,433,1006,82,359,2,82,1872,15,193,6,0,234,12,12,353,10,0,9,4,0,0,2,0,10,15,4,1,57,72,8,2,0,1,0,1047,126,0,0,0,170,0,1,0,2,514,0,3,1,6,400,23,0,43,99,1494,9,178,0,10,2741,276,237,295,106,687,262,7933,18,0,0,0,6,5,1344,51,285,0,8,528,1,5,11,0,0,297,9,1,1465,16,67,0,799,112,0,0,15,6,0,7,0,14,2615,0,2,455,557,5446,0,31379,4,5,15,0,2,0,0,9,0
2020-05-02,298,16,148,0,2,0,0,172,125,0,5,34,50,1,104,552,1,890,237,0,6,3,0,57,0,58,0,7218,0,0,82,4,0,0,237,1601,0,0,0,0,985,6,296,0,9,6,0,9,36,0,7,55,32,153,15,0,316,1402,0,29,0,0,5,6,2,0,0,0,56,601,0,32,0,16,945,0,3,0,0,0,0,14,0,42,56,4,5,0,33,79,1,2293,292,802,68,221,0,142,1965,26,264,0,6,92,15,9,242,13,0,12,4,0,11,0,0,14,18,3,0,69,23,18,1,0,0,0,1425,83,0,0,0,158,3,0,0,0,475,0,2,0,9,238,29,0,49,36,1159,0,154,0,17,3045,284,228,364,36,776,327,9623,6,0,0,0,11,0,1362,91,196,0,12,932,0,7,5,0,70,304,6,10,1423,25,91,0,636,87,1,0,17,6,0,7,0,4,2188,0,2,550,0,4966,0,31774,0,13,48,0,2,0,1,3,2
